,ano_x,tipo_eleicao,sigla_uf,id_municipio,id_municipio_tse,id_candidato_bd,sequencial_candidato,numero,nome,nome_urna,numero_partido,sigla_partido,cargo,situacao,ocupacao,data_nascimento,idade,genero,instrucao,estado_civil,nacionalidade,sigla_uf_nascimento,municipio_nascimento,raca,resultado,fund_outro,fund_part,fund_esp
912,2020,eleicao ordinaria,GO,5208707,93734,1269023.0,90000877919,25300,Francis Jose Rodrigues Maia,Bispo Francis Maia,25,DEM,vereador,deferido,outros,1981-03-19,40,masculino,ensino superior incompleto,casado(a),brasileira,RJ,Rio De Janeiro,indigena,suplente,,,
913,2020,eleicao ordinaria,PB,2516508,22314,1269090.0,150000992971,65555,George Soares Vilar,George O Plantador,65,PC do B,vereador,deferido,sociologo,1990-05-31,30,masculino,ensino superior completo,solteiro(a),brasileira,PB,Taperoá,indigena,nao eleito,,,300.0
914,2020,eleicao ordinaria,PE,2607000,24392,1270533.0,170001128122,11555,Kaline Cislene Da Silva,Kaka Kambiwá,11,PP,vereador,deferido,professor de ensino fundamental,1990-07-29,30,feminino,ensino superior completo,solteiro(a),brasileira,PE,Ibimirim,indigena,suplente,1180.0,,400.0
915,2020,eleicao ordinaria,PE,2609303,24856,1275249.0,170000961601,10777,Jaenio Jackson Gomes Lopes,Jaenio Lopes,10,REPUBLICANOS,vereador,deferido,advogado,1992-02-13,29,masculino,ensino superior completo,casado(a),brasileira,PE,Mirandiba,indigena,suplente,,,
916,2020,eleicao ordinaria,MG,3106606,41319,1277949.0,130000862429,13555,Damazinho Maxakali,Damazinho Maxakali,13,PT,vereador,deferido,professor de ensino fundamental,1983-06-08,37,masculino,ensino superior completo,solteiro(a),brasileira,MG,Bertópolis,indigena,eleito por qp,1022.0,,
917,2020,eleicao ordinaria,PE,2614808,25950,1278128.0,170000864533,40777,Marcos Sebastião Dos Santos,Marquinhos Do Espinheiro,40,PSB,vereador,deferido,vigilante,1992-08-07,28,masculino,ensino medio completo,divorciado(a),brasileira,PE,Tacaratu,indigena,suplente,1281.0,,
918,2020,eleicao ordinaria,PE,2610004,24996,1279051.0,170000975139,25700,Pamela Tays Joaquim Da Silva,Pamela De Bugi,25,DEM,vereador,deferido,outros,1992-01-08,29,feminino,ensino medio completo,solteiro(a),brasileira,PE,Palmares,indigena,suplente,,,
919,2020,eleicao ordinaria,PB,2512903,21598,1279490.0,150001055563,20126,Delosmar Da Silva Lima,Delosmar Da Silva,20,PSC,vereador,indeferido,comerciante,1991-02-27,30,masculino,ensino medio completo,casado(a),brasileira,PB,Rio Tinto,indigena,,,,
920,2020,eleicao ordinaria,PR,4105409,75035,1279632.0,160000882308,28262,Josiane Da Silva Gabriel,Josiane Silva,28,PRTB,vereador,deferido,agricultor,1996-02-26,25,feminino,ensino medio completo,solteiro(a),brasileira,PR,Chopinzinho,indigena,nao eleito,1309.2199999999998,,
921,2020,eleicao ordinaria,RJ,3304557,60011,1287118.0,190001135017,45070,Ubirajara Da Silva Alcântara,Biragol,45,PSDB,vereador,deferido,aposentado (exceto servidor publico),1946-02-27,75,masculino,ensino superior completo,viuvo(a),brasileira,RJ,Rio De Janeiro,indigena,nao eleito,,,3056.68
922,2020,eleicao ordinaria,TO,1708205,93653,1287147.0,270001238008,14444,Robson Haritiana Javae Araujo,Robson Haritiana,14,PTB,vereador,deferido,vereador,1983-09-19,37,masculino,ensino superior completo,casado(a),brasileira,TO,Formoso Do Araguaia,indigena,eleito por qp,5392.35,,
923,2020,eleicao ordinaria,PA,1508001,5592,1290453.0,140000729217,55000,Marques Tembe Lira,Marques,55,PSD,vereador,deferido,professor de ensino fundamental,1991-09-30,29,masculino,ensino medio completo,solteiro(a),brasileira,PA,Tomé-Açu,indigena,,680.81,,
924,2020,eleicao ordinaria,BA,2918407,36692,1290594.0,50001132062,27333,Luiz Siqueira Moraes,Indio Luiz,27,DC,vereador,deferido,servidor publico municipal,1965-01-09,56,masculino,le e escreve,solteiro(a),brasileira,PE,Lajedo,indigena,suplente,,,417.6
925,2020,eleicao ordinaria,TO,1702109,92410,1294199.0,270000667089,13555,Antonio Salmo Da Conceição Batista,Salmo,13,PT,vereador,deferido,agricultor,1975-09-25,45,masculino,ensino fundamental incompleto,casado(a),brasileira,TO,Araguaína,indigena,nao eleito,,,
926,2020,eleicao ordinaria,PE,2609808,24953,1298550.0,170001109902,77666,Daniel José Dos Santos,Daniel De Zé De Severo,77,SOLIDARIEDADE,vereador,deferido,agricultor,1991-03-01,30,masculino,ensino medio completo,solteiro(a),brasileira,PE,Cabrobó,indigena,suplente,,,2000.0
927,2020,eleicao ordinaria,BA,2902658,33529,1298572.0,50000943633,22122,Lucas Santos De Almeida,Lucas Almeida,22,PL,vereador,deferido,estudante bolsista estagiario e assemelhados,2001-12-05,19,masculino,ensino medio incompleto,solteiro(a),brasileira,BA,Ribeira Do Pombal,indigena,suplente,4493.0,,
928,2020,eleicao ordinaria,PB,2509339,19143,1298687.0,150001185207,14144,Jussara Alves Batista,Sara De Ze De Lino,14,PTB,vereador,renuncia,recepcionista,1990-04-16,30,feminino,ensino medio completo,solteiro(a),brasileira,PB,Alagoa Nova,indigena,,,,
929,2020,eleicao ordinaria,BA,2926202,38253,1299696.0,50000946239,14999,Hamilton Rocha Dos Santos,Hamilto Do Lanche,14,PTB,vereador,deferido,outros,1982-07-24,38,masculino,ensino fundamental completo,divorciado(a),brasileira,PI,Bom Jesus,indigena,suplente,,,94.85
930,2020,eleicao ordinaria,MG,3106606,41319,1300256.0,130000862430,13456,Reginaldo Maxakali,Reginaldo Maxakali,13,PT,vereador,deferido,servidor publico estadual,1986-11-17,34,masculino,ensino superior completo,solteiro(a),brasileira,MG,Bertópolis,indigena,eleito por media,1010.95,,
931,2020,eleicao ordinaria,PE,2609303,24856,1300907.0,170000961599,10789,Antonio Sebastiao Da Silva Filho,Antonio De Barrinha,10,REPUBLICANOS,vereador,deferido,agricultor,1990-12-13,30,masculino,ensino medio completo,solteiro(a),brasileira,PE,Mirandiba,indigena,suplente,120.0,,
932,2020,eleicao ordinaria,SP,3554102,71838,1309452.0,250001181484,50,Ronaldo Rodrigues Dos Santos,Professor Ronaldo,50,PSOL,prefeito,deferido,professor de ensino medio,1972-02-25,49,masculino,ensino superior completo,divorciado(a),brasileira,SP,Taubaté,indigena,nao eleito,7985.0,,9396.55
933,2020,eleicao ordinaria,MT,5103908,90778,1309755.0,110001258142,13123,Osmar Rodrigues Aroenoguajiwu,Osmar Aroe,13,PT,vereador,deferido,estudante bolsista estagiario e assemelhados,1983-08-04,37,masculino,ensino fundamental incompleto,solteiro(a),brasileira,MT,General Carneiro,indigena,nao eleito,14.0,,2652.0
934,2020,eleicao ordinaria,MG,3135100,47015,1313134.0,130001181959,65111,Emily Samara Silva De Jesus,Emily Do Rio Novo,65,PC do B,vereador,deferido,outros,1999-07-20,21,feminino,ensino fundamental completo,solteiro(a),brasileira,MG,Janaúba,indigena,suplente,563.63,,
935,2020,eleicao ordinaria,AL,2703809,27758,1320189.0,20001219953,14369,Leandro Antonio Dos Santos,Leo Do Cocal,14,PTB,vereador,deferido,estudante bolsista estagiario e assemelhados,1992-10-10,28,masculino,ensino superior incompleto,solteiro(a),brasileira,AL,Maragogi,indigena,suplente,,,
936,2020,eleicao ordinaria,SP,3504305,61859,1325752.0,250001254118,40123,Albino Sebastião,Albino,40,PSB,vereador,deferido,outros,1951-05-20,69,masculino,ensino fundamental incompleto,solteiro(a),brasileira,SP,Avaí,indigena,nao eleito,660.0,,
937,2020,eleicao ordinaria,TO,1710508,94056,1327271.0,270000850140,13231,Julio Tomcahte Krahô,Julio Krahô,13,PT,vereador,deferido,outros,1977-06-15,43,masculino,ensino medio completo,solteiro(a),brasileira,TO,Itacajá,indigena,suplente,600.0,272.0,
938,2020,eleicao ordinaria,AL,2707503,28495,1328305.0,20001120702,10100,Janiel Oliveira Silva,Janiel Da Lurdinha,10,REPUBLICANOS,vereador,deferido,outros,1990-10-12,30,masculino,ensino fundamental completo,solteiro(a),brasileira,AL,Porto Real Do Colégio,indigena,suplente,730.0,,
939,2020,eleicao ordinaria,MG,3167905,53570,1328654.0,130001049235,17113,Durval Ferreira Castro Do Valle,Carioca Da Bala,17,PSL,vereador,deferido,outros,1974-12-27,46,masculino,ensino fundamental completo,casado(a),brasileira,RJ,Niterói,indigena,suplente,224.0,,
940,2020,eleicao ordinaria,RJ,3301850,58106,1331954.0,190000803732,17456,José Carlos Moreira Da Silva,Parazinho,17,PSL,vereador,deferido,porteiro de edificio ascensorista garagista e zelador,1981-12-04,39,masculino,ensino fundamental incompleto,solteiro(a),brasileira,RJ,Magé,indigena,nao eleito,,,
941,2020,eleicao ordinaria,SC,4205175,81426,1340348.0,240000773983,12123,Gesieli Norberto,Gesieli,12,PDT,vereador,deferido,trabalhador de fabricacao e preparacao de alimentos e bebidas,1999-03-29,22,feminino,ensino medio completo,casado(a),brasileira,SC,Xanxerê,indigena,nao eleito,440.0,,
942,2020,eleicao ordinaria,PR,4108304,75639,1343168.0,160001265609,65655,Lourival Roman,Lourival Paiakan,65,PC do B,vereador,deferido,aposentado (exceto servidor publico),1952-05-04,68,masculino,le e escreve,casado(a),brasileira,MS,Porto Murtinho,indigena,nao eleito,,,
943,2020,eleicao ordinaria,AL,2708808,28754,1344336.0,20000698667,11444,Rosival Antonio Dos Santos,Neno Izidorio,11,PP,vereador,deferido,vereador,1972-09-27,48,masculino,ensino superior completo,casado(a),brasileira,AL,São Sebastião,indigena,suplente,2405.0,,
944,2020,eleicao ordinaria,BA,2915403,36099,1344643.0,50000737090,13111,Edenilson De Jesus Filho,Nito Cacique,13,PT,vereador,deferido,agricultor,1976-02-21,45,masculino,ensino fundamental incompleto,casado(a),brasileira,BA,Itaju Do Colônia,indigena,suplente,715.6,,
945,2020,eleicao ordinaria,PR,4111506,76236,1344797.0,160001180155,13233,Maria Josefa Frazão Cassemiro,Maria Vendedora,13,PT,vereador,deferido,vendedor pracista representante caixeiro-viajante e assemelhados,1968-09-11,52,feminino,ensino medio completo,casado(a),brasileira,PR,Manoel Ribas,indigena,nao eleito,161.2,,2169.06
946,2020,eleicao ordinaria,CE,2312304,15474,1346052.0,60000730348,13123,Andrea Rufino Da Silva,Andrea Kariri,13,PT,vereador,deferido,dona de casa,1982-03-04,39,feminino,ensino superior completo,casado(a),brasileira,CE,São Benedito,indigena,suplente,1575.0,,480.0
947,2020,eleicao ordinaria,MA,2105203,8010,1347678.0,100001106722,25789,Elidiane Martins Sampaio,Lidiane,25,DEM,vereador,deferido,outros,1981-02-19,40,feminino,ensino fundamental incompleto,solteiro(a),brasileira,MA,Igarapé Grande,indigena,suplente,602.0,,
948,2020,eleicao ordinaria,MG,3138401,47678,1349113.0,130001176874,40345,William Marques Bento,William Bunitinho,40,PSB,vereador,deferido,outros,1981-03-21,40,masculino,ensino fundamental completo,solteiro(a),brasileira,RJ,Rio De Janeiro,indigena,suplente,,,846.6
949,2020,eleicao ordinaria,MG,3162922,41629,1349445.0,130001232337,13520,Célia Gonçalves Pereira,Ângohó Pataxó,13,PT,vereador,indeferido,artesao,1980-06-30,40,feminino,ensino fundamental incompleto,casado(a),brasileira,MG,São José Do Jacuri,indigena,,,,1382.01
950,2020,eleicao ordinaria,PR,4128104,79359,1352388.0,160000686333,19400,Luara Maria Bedatty,Luara Bedatty,19,PODE,vereador,deferido,estudante bolsista estagiario e assemelhados,1999-12-06,21,feminino,ensino superior incompleto,solteiro(a),brasileira,PR,Umuarama,indigena,suplente,,,763.6
951,2020,eleicao ordinaria,PI,2205573,10863,1352743.0,180000920294,11134,Henrique Manoel Do Nascimento,Henrique Manoel,11,PP,vereador,deferido,agricultor,1965-03-15,56,masculino,ensino medio completo,casado(a),brasileira,PI,Pedro Ii,indigena,suplente,9136.83,,4733.33
952,2020,eleicao ordinaria,CE,2313401,15695,1354132.0,60001239249,13013,Maria Salete Dos Santos Nogueira,Salete Santos,13,PT,vereador,deferido,estudante bolsista estagiario e assemelhados,1954-06-03,66,feminino,ensino superior completo,viuvo(a),brasileira,CE,Viçosa Do Ceará,indigena,nao eleito,500.0,,
953,2020,eleicao ordinaria,RR,1400050,3050,1355158.0,230001057522,23244,Valdineide De Almeida Firmino Andrade,Valdineide,23,CIDADANIA,vereador,deferido,comerciante,1962-01-21,59,feminino,ensino medio completo,casado(a),brasileira,RR,Boa Vista,indigena,nao eleito,,,
954,2020,eleicao ordinaria,AM,1300706,2151,1355629.0,40001045681,20122,Rocilei Souza Da Silva Apurina,Rocilei Apurina,20,PSC,vereador,deferido,agente de saude e sanitarista,1975-12-08,45,masculino,ensino fundamental completo,solteiro(a),brasileira,AM,Boca Do Acre,indigena,suplente,239.0,,
955,2020,eleicao ordinaria,RJ,3305109,59013,1363292.0,190000678661,17717,Magno Leite Moraes Dos Santos,Magno Leite,17,PSL,vereador,deferido,estudante bolsista estagiario e assemelhados,2001-10-30,19,masculino,ensino superior incompleto,solteiro(a),brasileira,RJ,São João De Meriti,indigena,nao eleito,,5000.0,1000.0
956,2020,eleicao ordinaria,RO,1101492,795,1364485.0,220000926716,12342,Braulio Freitas De Souza,Braulio Do  Porto,12,PDT,vereador,deferido,agricultor,1946-02-01,75,masculino,le e escreve,casado(a),brasileira,RO,Porto Velho,indigena,suplente,511.2,,
957,2020,eleicao ordinaria,AL,2706307,28258,1365427.0,20000804108,13000,Cássio Júnio Ferreira Da Silva,Cássio Júnio,13,PT,vereador,deferido,outros,1995-08-12,25,masculino,ensino superior completo,solteiro(a),brasileira,AL,Palmeira Dos Índios,indigena,suplente,5798.45,,2000.0
958,2020,eleicao ordinaria,ES,3205309,57053,1365677.0,80001116648,11789,Andrea Cristina Coelho,Andrea Cristina,11,PP,vereador,deferido,vendedor pracista representante caixeiro-viajante e assemelhados,1970-06-25,50,feminino,ensino medio incompleto,solteiro(a),brasileira,ES,Vitória,indigena,nao eleito,,,12805.83
959,2020,eleicao ordinaria,AM,1302306,2496,1366135.0,40001220481,13888,Elino Peres De Freitas,Elino Peres,13,PT,vereador,deferido,agricultor,1980-09-07,40,masculino,ensino fundamental incompleto,solteiro(a),brasileira,AM,Jutaí,indigena,suplente,161.05,,560.0
960,2020,eleicao ordinaria,PE,2607406,24473,1366908.0,170001103429,13400,Maria Sandriane Francisca Lourenço,Sandriane Lourenço,13,PT,vereador,deferido,professor de ensino fundamental,1995-07-10,25,feminino,ensino medio completo,solteiro(a),brasileira,PE,Itacuruba,indigena,suplente,4216.66,,5000.0
961,2020,eleicao ordinaria,MA,2101608,7315,1371276.0,100000670524,28110,Lucivaldo Nonato De Sousa,Indio,28,PRTB,vereador,indeferido com recurso,agricultor,1959-11-17,61,masculino,le e escreve,solteiro(a),brasileira,PA,Belém,indigena,,320.0,,
962,2020,eleicao ordinaria,ES,3202405,56472,1372584.0,80001133152,22141,Michel Orselino Mendes,Michel Mendes,22,PL,vereador,deferido,outros,1988-04-29,32,masculino,ensino medio completo,solteiro(a),brasileira,ES,Guarapari,indigena,suplente,,,1510.0
963,2020,eleicao ordinaria,RJ,3300704,58130,1377985.0,190000992580,11184,Daniel Rosa De Lima,Daniel Lima,11,PP,vereador,deferido,agente administrativo,1988-04-18,32,masculino,ensino medio completo,solteiro(a),brasileira,RJ,Cabo Frio,indigena,suplente,1100.0,,
964,2020,eleicao ordinaria,PE,2610905,25178,1378673.0,170001087222,14123,Antonio Rodrigues Dos Santos,Ferrinho Xukuru,14,PTB,vereador,deferido,agricultor,1970-06-09,50,masculino,le e escreve,casado(a),brasileira,PE,Pesqueira,indigena,suplente,,,70.42
965,2020,eleicao ordinaria,MG,3119500,43893,1379154.0,130000632474,55055,Albino Júnio Silva Pinheiro,Albino Júnio,55,PSD,vereador,deferido,aposentado (exceto servidor publico),1995-09-18,25,masculino,ensino medio completo,solteiro(a),brasileira,MG,Coronel Murta,indigena,nao eleito,550.0,,100.0
966,2020,eleicao ordinaria,MG,3104700,40932,1379517.0,130001030756,90777,Mariana Henrique Lima,Mariana De Brazao,90,PROS,vereador,deferido,outros,1995-09-21,25,feminino,ensino superior completo,solteiro(a),brasileira,MG,Ataléia,indigena,suplente,818.4,,
967,2020,eleicao ordinaria,RJ,3304557,60011,1383887.0,190001134999,45450,Edgar Gimenez Martinez,Edgar Gimenez,45,PSDB,vereador,deferido,outros,1988-12-09,32,masculino,ensino superior completo,solteiro(a),brasileira,RJ,Rio De Janeiro,indigena,nao eleito,2600.0,,5304.19
968,2020,eleicao ordinaria,SP,3519808,64971,1391018.0,250000877445,45650,Derval Deliberto Pereira,Derval Deliberto,45,PSDB,vereador,deferido,empresario,1972-02-17,49,masculino,ensino fundamental completo,casado(a),brasileira,SP,Nova Granada,indigena,nao eleito,200.0,,124.4
969,2020,eleicao ordinaria,MA,2111300,9210,1394777.0,100001021994,40240,Jaime Martins Durans Neto,Jaime Durans,40,PSB,vereador,deferido,servidor publico federal,1959-05-01,61,masculino,ensino superior completo,casado(a),brasileira,PI,Teresina,indigena,suplente,6449.0,,610.0
970,2020,eleicao ordinaria,RJ,3304300,58858,1397129.0,190000777898,23022,Sandra Regina Francisca Nunes,Sandra India,23,CIDADANIA,vereador,deferido,outros,1973-01-16,48,feminino,ensino superior incompleto,solteiro(a),brasileira,RJ,Duas Barras,indigena,suplente,668.0,,
971,2020,eleicao ordinaria,SP,3522208,65455,1402304.0,250000946286,50000,Davi Perez De Carvalho,Professor Davi,50,PSOL,vereador,deferido,professor de ensino medio,1971-04-14,49,masculino,ensino superior completo,divorciado(a),brasileira,SP,São Paulo,indigena,nao eleito,,,
972,2020,eleicao ordinaria,SC,4205175,81426,1406251.0,240000741800,45111,Jurema Garcia,Jurema Garcia,45,PSDB,vereador,deferido,outros,1979-11-12,41,feminino,ensino fundamental incompleto,solteiro(a),brasileira,SC,Chapecó,indigena,suplente,,,326.2
973,2020,eleicao ordinaria,PE,2614501,25895,1411783.0,170001075217,50100,João Victor Rocha De Lima,João Maluguinho,50,PSOL,vereador,deferido,outros,1999-11-15,21,masculino,ensino superior incompleto,solteiro(a),brasileira,PE,Surubim,indigena,nao eleito,3670.0,,975.89
974,2020,eleicao ordinaria,RN,2408201,17639,1415455.0,200000827410,13,Jose Geraldo Saraiva Pinto,Geraldao Do Pt,13,PT,prefeito,deferido,geofisico,1961-12-10,59,masculino,ensino superior completo,casado(a),brasileira,PA,Belém,indigena,nao eleito,7370.4,,7235.09
975,2020,eleicao ordinaria,PA,1508001,5592,1416731.0,140000728833,12888,Joseane Gusmão Tembé,Joseane Tembé,12,PDT,vereador,deferido,pedagogo,1991-01-17,30,feminino,ensino superior completo,solteiro(a),brasileira,PA,Tomé-Açu,indigena,,70.81,,
976,2020,eleicao ordinaria,AM,1302900,2615,1416936.0,40000841264,13115,Manoel Luis Gil Da Silva,Cacique Luis,13,PT,vereador,deferido,artesao,1958-12-05,62,masculino,ensino fundamental incompleto,casado(a),brasileira,AM,Maués,indigena,suplente,,,489.55
977,2020,eleicao ordinaria,SC,4205175,81426,1417285.0,240000741803,45678,Valdecir Camargo,Valdecir Camargo,45,PSDB,vereador,deferido,outros,1972-01-23,49,masculino,ensino fundamental completo,casado(a),brasileira,SC,Marema,indigena,suplente,,,291.29
978,2020,eleicao ordinaria,SP,3549904,70998,1425381.0,250000872755,16789,Sergio Henrique Pires,Serginho Pires,16,PSTU,vereador,deferido,auxiliar de escritorio e assemelhados,1970-01-18,51,masculino,ensino medio completo,casado(a),brasileira,SP,Tremembé,indigena,nao eleito,717.0,,16716.25
979,2020,eleicao ordinaria,ES,3200607,56111,1428665.0,80001166365,18678,Rodrigo Da Silva,Rodrigo Guarani,18,REDE,vereador,deferido,guia de turismo,1991-08-06,29,masculino,ensino medio completo,solteiro(a),brasileira,ES,Aracruz,indigena,nao eleito,2242.5,1280.0,
980,2020,eleicao ordinaria,MG,3160702,52132,1431083.0,130000639328,20200,Gyssella De Almeida Andrade,Gyssella Almeida,20,PSC,vereador,deferido,estudante bolsista estagiario e assemelhados,1999-05-15,21,feminino,ensino medio completo,solteiro(a),brasileira,MG,Santos Dumont,indigena,suplente,184.0,,676.0
981,2020,eleicao ordinaria,PE,2603009,23590,1434086.0,170001197785,70456,Jose Cicero De Lemos,Pinheiro Truka,70,AVANTE,vereador,deferido,agricultor,1975-08-10,45,masculino,ensino medio completo,divorciado(a),brasileira,PE,Cabrobó,indigena,suplente,110.5,,
982,2020,eleicao ordinaria,AL,2707503,28495,1435935.0,20000686480,11333,Valdenia Silva De Oliveira,Valdenia Do Povão,11,PP,vereador,deferido,servidor publico municipal,1974-01-09,47,feminino,ensino medio completo,casado(a),brasileira,AL,Porto Real Do Colégio,indigena,suplente,1300.0,,
983,2020,eleicao ordinaria,PA,1505304,5053,1437999.0,140001235004,13213,Diocles Rego Soares,Diocles,13,PT,vereador,deferido,agricultor,1962-05-24,58,masculino,ensino medio completo,divorciado(a),brasileira,PA,Santarém,indigena,nao eleito,935.0,,594.27
984,2020,eleicao ordinaria,RJ,3301009,58190,1440054.0,190001014687,15015,Matheus De Jesus Barreto De Souza,Matheus De Jesus,15,MDB,vereador,deferido,empresario,1991-04-02,30,masculino,ensino medio completo,casado(a),brasileira,RJ,Campos Dos Goytacazes,indigena,suplente,1289.4299999999998,,
985,2020,eleicao ordinaria,MA,2110203,9016,1444735.0,100001163625,65222,Francisco Dos Santos Sousa,Chico Feio,65,PC do B,vereador,deferido,trabalhador rural,1956-09-08,64,masculino,ensino medio completo,casado(a),brasileira,MA,Buriti,indigena,suplente,,,
986,2020,eleicao ordinaria,SP,3543303,69671,1446504.0,250000947166,65192,Alaor Vieira Dos Santos,Alaor Vieira,65,PC do B,vereador,indeferido com recurso,outros,1973-12-15,47,masculino,ensino medio completo,divorciado(a),brasileira,SP,São Paulo,indigena,,,,
987,2020,eleicao ordinaria,MS,5003157,98590,1453668.0,120000922613,19888,Ismael Rodrigues,Ismael,19,PODE,vereador,deferido,trabalhador de construcao civil,1977-05-03,43,masculino,ensino fundamental incompleto,casado(a),brasileira,MS,Aral Moreira,indigena,eleito por media,,,3762.5
988,2020,eleicao ordinaria,PI,2211209,12238,1454969.0,180001043319,11100,Manoel Pereira Borges,Nésio,11,PP,vereador,deferido,servidor publico municipal,1961-11-16,59,masculino,ensino fundamental completo,casado(a),brasileira,PI,Uruçuí,indigena,eleito por qp,3675.0,,1500.0
989,2020,eleicao ordinaria,AM,1302702,2577,1457909.0,40000954786,14666,Angelisson Tenharin,Angelisson Tenharin,14,PTB,vereador,deferido,estudante bolsista estagiario e assemelhados,1991-05-21,29,masculino,ensino superior completo,solteiro(a),brasileira,AM,Manicoré,indigena,suplente,,,370.34
990,2020,eleicao ordinaria,SP,3534401,67890,1458757.0,250001144794,36077,Marcelo Da Silva Pimentel,Marcelo Pimentel,36,PTC,vereador,deferido,empresario,1973-05-21,47,masculino,ensino superior completo,casado(a),brasileira,SP,São Paulo,indigena,nao eleito,,,
991,2020,eleicao ordinaria,MG,3110509,42099,1459846.0,130000666113,15300,Nicolau Ribeiro Dos Santos,Índio Cabeleireiro,15,MDB,vereador,deferido,cabeleireiro e barbeiro,1957-12-23,63,masculino,ensino fundamental incompleto,casado(a),brasileira,PI,São Raimundo Nonato,indigena,suplente,400.0,,
992,2020,eleicao ordinaria,RO,1100452,779,1460049.0,220000809226,14111,Luiz Carlos Ferreira,Luiz Pescador Minha Veía,14,PTB,vereador,deferido,pescador,1963-09-09,57,masculino,le e escreve,solteiro(a),brasileira,MT,Rosário Oeste,indigena,nao eleito,1000.0,,1000.0
993,2020,eleicao ordinaria,GO,5219803,95915,1463406.0,90001024742,40,Anisio Barbosa Dos Santos,Anisio Crente,40,PSB,vice-prefeito,deferido,aposentado (exceto servidor publico),1941-12-10,79,masculino,le e escreve,viuvo(a),brasileira,BA,São Desidério,indigena,,,,
994,2020,eleicao ordinaria,PA,1505031,4383,1463689.0,140000889854,20222,Kudjekre Kaiapo,Paulo Kaiapo,20,PSC,vereador,renuncia,auxiliar de escritorio e assemelhados,1970-05-10,50,masculino,ensino fundamental completo,solteiro(a),brasileira,PA,Altamira,indigena,,,,
995,2020,eleicao ordinaria,RO,1100338,434,1469900.0,220000636207,13274,Basílio Oro Waram,Basílio Oro Waram,13,PT,vereador,deferido,outros,1975-08-18,45,masculino,ensino fundamental incompleto,solteiro(a),brasileira,RO,Guajará-Mirim,indigena,suplente,,,250.0
996,2020,eleicao ordinaria,MS,5002407,90557,1472316.0,120001084757,13113,João Manoel,João Manoel,13,PT,vereador,deferido,agricultor,1980-06-24,40,masculino,le e escreve,solteiro(a),brasileira,MS,Caarapó,indigena,suplente,1452.3000000000002,,1000.0
997,2020,eleicao ordinaria,BA,2900702,33138,1473142.0,50000966076,51051,Jose Teixeira De Sousa Neto,Teixeira Da Vidraçaria,51,PATRIOTA,vereador,deferido,comerciante,1959-06-23,61,masculino,ensino medio completo,casado(a),brasileira,BA,Euclides Da Cunha,indigena,nao eleito,200.0,,
998,2020,eleicao ordinaria,CE,2308609,14737,1478137.0,60000762657,13123,Luisa Nascimento De Melo,Luisa Canuto,13,PT,vereador,deferido,agricultor,1959-06-10,61,feminino,ensino medio completo,casado(a),brasileira,CE,Monsenhor Tabosa,indigena,nao eleito,3100.0,,180.0
999,2020,eleicao ordinaria,AL,2704302,27855,1480550.0,20000929208,25025,José Gomes De Freitas,Zeca Índio,25,DEM,vereador,deferido,servidor publico municipal,1957-01-04,64,masculino,ensino medio completo,casado(a),brasileira,AL,São Luís Do Quitunde,indigena,suplente,3250.0,,12000.0
1000,2020,eleicao ordinaria,AL,2700300,27057,1480633.0,20000982212,25333,Jose Severino Dos Santos,Indio,25,DEM,vereador,deferido,outros,1956-04-02,64,masculino,ensino fundamental completo,casado(a),brasileira,AL,Palmeira Dos Índios,indigena,nao eleito,,470.0,
1001,2020,eleicao ordinaria,RJ,3304557,60011,1480712.0,190000684948,50577,Tereza Correa Da Silva,Tereza Arapium,50,PSOL,vereador,deferido,guia de turismo,1964-04-14,56,feminino,ensino superior incompleto,divorciado(a),brasileira,PA,Santarém,indigena,suplente,9167.46,,2448.49
1002,2020,eleicao ordinaria,PB,2504009,19810,1481624.0,150001168471,15115,Adriano Rei Pereira Da Silva,Pastor Adriano Indio,15,MDB,vereador,deferido,sacerdote ou membro de ordem ou seita religiosa,1975-12-06,45,masculino,ensino medio completo,casado(a),brasileira,PB,Campina Grande,indigena,nao eleito,,,1396.27
1003,2020,eleicao ordinaria,MG,3162450,41602,1482059.0,130000776242,11234,Eusebio Ferreira De Oliveira,Ozebim Da Safona,11,PP,vereador,deferido,trabalhador rural,1974-06-12,46,masculino,ensino medio incompleto,casado(a),brasileira,MG,Itacarambi,indigena,nao eleito,,,
1004,2020,eleicao ordinaria,MS,5005251,55026,1488936.0,120000783092,15111,Elieser Franco,Professor Elieser,15,MDB,vereador,deferido,professor de ensino fundamental,1985-05-04,35,masculino,ensino superior completo,solteiro(a),brasileira,MS,Amambai,indigena,suplente,1902.0,,1452.5
1005,2020,eleicao ordinaria,MA,2104081,7544,1493202.0,100000652625,65444,Raul Kupako Canela,Raul Canela,65,PC do B,vereador,deferido,agricultor,1974-08-05,46,masculino,ensino fundamental completo,solteiro(a),brasileira,MA,Barra Do Corda,indigena,suplente,,,
1006,2020,eleicao ordinaria,CE,2303709,13730,1494069.0,60001214847,65000,Sônia Maria Da Cunha Rodrigues,Sônia Dos Índios,65,PC do B,vereador,deferido,servidor publico estadual,1964-11-20,56,feminino,ensino superior incompleto,viuvo(a),brasileira,CE,Caucaia,indigena,nao eleito,2000.0,,1352.16
