,ano_x,tipo_eleicao,sigla_uf,id_municipio,id_municipio_tse,id_candidato_bd,sequencial_candidato,numero,nome,nome_urna,numero_partido,sigla_partido,cargo,situacao,ocupacao,data_nascimento,idade,genero,instrucao,estado_civil,nacionalidade,sigla_uf_nascimento,municipio_nascimento,raca,resultado,fund_outro,fund_part,fund_esp
0,2020,eleicao ordinaria,BA,2913606,35734,2711.0,50001109641,50777,Ramon Souza Santos,Cacique Ramon Tupinambá,50,PSOL,vereador,deferido,agricultor,1985-05-06,35,masculino,ensino superior incompleto,casado(a),brasileira,BA,Ilhéus,indigena,nao eleito,,,1210.0
1,2020,eleicao ordinaria,MT,5103304,99015,4124.0,110001212680,55001,Paulo Henrique Mamainde,Paulo Henrique,55,PSD,vereador,deferido,outros,1991-08-28,29,masculino,ensino fundamental completo,solteiro(a),brasileira,MT,Comodoro,indigena,suplente,,,
2,2020,eleicao ordinaria,SP,3503356,62065,5865.0,250000640584,45888,Wagner Indubrasil,Wagner Indubrasil,45,PSDB,vereador,deferido,outros,1982-05-26,38,masculino,ensino medio completo,casado(a),brasileira,SP,Braúna,indigena,suplente,403.0,,500.0
3,2020,eleicao ordinaria,SP,3553500,71714,6631.0,250001001737,70170,Pedro Fernandes Soares,Pedro Indigena,70,AVANTE,vereador,deferido,outros,1969-03-10,52,masculino,ensino fundamental incompleto,solteiro(a),brasileira,SP,São Paulo,indigena,nao eleito,180.0,,
4,2020,eleicao ordinaria,MT,5108402,91677,7147.0,110001259864,36200,Roque Teromnhi Eiwe,Roque Xavante,36,PTC,vereador,deferido,aposentado (exceto servidor publico),1963-12-31,57,masculino,ensino superior completo,casado(a),brasileira,MT,Novo São Joaquim,indigena,nao eleito,,,
5,2020,eleicao ordinaria,PA,1504422,4642,7498.0,140001246837,28222,Cirene Maciel Rosa,Cirene Rosa,28,PRTB,vereador,deferido,agricultor,1958-06-11,62,feminino,ensino fundamental incompleto,solteiro(a),brasileira,PA,Benevides,indigena,nao eleito,3793.0,,
6,2020,eleicao ordinaria,BA,2925303,38075,8276.0,50001140680,13300,Pedro Da Conceição Braz,Pedro Pataxo,13,PT,vereador,deferido,motorista de veiculos de transporte coletivo de passageiros,1963-06-25,57,masculino,ensino fundamental incompleto,divorciado(a),brasileira,BA,Porto Seguro,indigena,nao eleito,,,
7,2020,eleicao ordinaria,AM,1301605,2330,8644.0,40001045227,22000,Maria Da Conceicao Monteiro Dos Santos,Conceição,22,PL,vereador,deferido,servidor publico municipal,1987-04-20,33,feminino,ensino medio completo,solteiro(a),brasileira,AM,Fonte Boa,indigena,suplente,2100.0,,
8,2020,eleicao ordinaria,AM,1302603,2550,16488.0,40001115821,65777,Elizoneide Rodrigues Silva,Profa Elizoneide Afro Indígena,65,PC do B,vereador,deferido,professor de ensino fundamental,1964-05-09,56,feminino,ensino superior completo,divorciado(a),brasileira,MA,Estreito,indigena,,,,5584.59
9,2020,eleicao ordinaria,SP,3536505,68314,17538.0,250000991585,13420,Luiz Felipe Rodrigues Da Silva,Luiz Felipe Carioca Da Silva,13,PT,vereador,deferido,tecnico em informatica,1986-07-12,34,masculino,ensino superior incompleto,solteiro(a),brasileira,RJ,Rio De Janeiro,indigena,nao eleito,,,2516.38
10,2020,eleicao ordinaria,SC,4203709,80713,18803.0,240000919341,10352,Luciano Benite,Luciano Benite,10,REPUBLICANOS,vereador,deferido,artesao,1992-12-10,28,masculino,ensino fundamental incompleto,solteiro(a),brasileira,RS,Viamão,indigena,nao eleito,820.0,,5000.0
11,2020,eleicao ordinaria,AM,1302603,2550,22863.0,40000868262,13777,Maria Odimar Da Silva Guimaraes,Odimar Guimarâes,13,PT,vereador,deferido,outros,1972-07-08,48,feminino,ensino superior completo,viuvo(a),brasileira,AM,Tefé,indigena,,,,20405.25
12,2020,eleicao ordinaria,PE,2601052,23205,24629.0,170001089380,40111,Miqueias Jose Da Silva,Miqueias Do Cloro,40,PSB,vereador,deferido,comerciante,1986-08-21,34,masculino,ensino medio completo,casado(a),brasileira,PE,Araçoiaba,indigena,suplente,,400.0,
13,2020,eleicao ordinaria,AC,1200351,1040,25102.0,10000991895,15150,Francisco Siqueira,Chiquim Da Ilda,15,MDB,vereador,deferido,outros,1970-07-19,50,masculino,ensino fundamental completo,solteiro(a),brasileira,AC,Cruzeiro Do Sul,indigena,suplente,1948.9,,
14,2020,eleicao ordinaria,AM,1301506,2313,26162.0,40001218753,11888,Ajiqui Kulina,Ajiqui Kulina,11,PP,vereador,deferido,outros,1990-06-05,30,masculino,ensino fundamental incompleto,solteiro(a),brasileira,AM,Envira,indigena,suplente,,,
15,2020,eleicao ordinaria,SP,3556206,72257,27513.0,250001192406,13100,Andrea Alves Dos Santos Strabello,Andrea Alves,13,PT,vereador,deferido,pedagogo,1982-10-28,38,feminino,ensino superior completo,casado(a),brasileira,SP,Valinhos,indigena,suplente,,,3348.0
16,2020,eleicao ordinaria,AC,1200609,1473,27592.0,10001082419,12123,Francisco Da Silva Manoel,Cacique Nasso Kaxinawá,12,PDT,vereador,deferido,vereador,1969-10-26,51,masculino,ensino superior completo,casado(a),brasileira,AC,Tarauacá,indigena,suplente,,,212.0
17,2020,eleicao ordinaria,AC,1200302,1139,28452.0,10001261154,17111,José Francisco Nunes Situba Kaxinawá,Zé Francisco Kaxinawá,17,PSL,vereador,deferido,administrador,1968-12-15,52,masculino,ensino superior completo,solteiro(a),brasileira,AC,Feijó,indigena,nao eleito,,,
18,2020,eleicao ordinaria,SP,3518800,64777,36866.0,250000684608,13040,Nayde De Oliveira Nascimento,Nayde O Eletricista,13,PT,vereador,deferido,eletricista e assemelhados,1963-10-08,57,masculino,ensino fundamental incompleto,casado(a),brasileira,BA,Barra Do Choça,indigena,suplente,1951.0,,9373.35
19,2020,eleicao ordinaria,AM,1303569,98434,39357.0,40001025829,13213,Valcilene Alves De Lima,Val,13,PT,vereador,deferido,agricultor,1961-11-11,59,feminino,ensino medio completo,solteiro(a),brasileira,AM,Manacapuru,indigena,nao eleito,6011.35,,4457.6
20,2020,eleicao ordinaria,MA,2105476,7765,39633.0,100000758483,18123,Galeno Cabral Viana Guajajara,Galeno Guajajara,18,REDE,vereador,deferido,agricultor,1971-04-28,49,masculino,ensino fundamental incompleto,solteiro(a),brasileira,MA,Barra Do Corda,indigena,nao eleito,,,
21,2020,eleicao ordinaria,AM,1300508,2119,40812.0,40001111847,13333,Vivaldo Valente Dos Santos,Padre Vivaldo,13,PT,vereador,deferido,outros,1965-07-21,55,masculino,ensino medio completo,solteiro(a),brasileira,AM,Barreirinha,indigena,nao eleito,,,455.0
22,2020,eleicao ordinaria,SP,3548500,70718,41052.0,250001083331,12221,Jaciara Ferreira Dos Santos,Jaciara Zinha,12,PDT,vereador,deferido,empregado domestico,1979-08-22,41,feminino,ensino fundamental completo,solteiro(a),brasileira,BA,Ibirataia,indigena,nao eleito,1250.0,,
23,2020,eleicao ordinaria,GO,5217609,95958,51703.0,90000658358,50,Francisco Joao Da Silva,Nelson Paqueta,50,PSOL,vice-prefeito,deferido,outros,1963-08-23,57,masculino,ensino medio completo,casado(a),brasileira,PI,Picos,indigena,,,,
24,2020,eleicao ordinaria,TO,1718808,92541,57394.0,270001122512,13300,Anderson Dias Da Silva,Anderson Da Colônia,13,PT,vereador,deferido,outros,1960-08-04,60,masculino,ensino medio completo,divorciado(a),brasileira (naturalizada),PI,Piripiri,indigena,suplente,1045.0,,100.0
25,2020,eleicao ordinaria,SP,3513801,63770,59085.0,250001016811,70123,Ivan Rodrigues De Souza,Ivan Rodrigues,70,AVANTE,vereador,deferido,outros,1988-09-21,32,masculino,ensino medio completo,solteiro(a),brasileira,SP,Diadema,indigena,nao eleito,,,
26,2020,eleicao ordinaria,RS,4306767,86240,61169.0,210000991984,13,Claudete Silva De Oliveira,Professora Claudete Oliveira,13,PT,prefeito,deferido,professor de ensino medio,1964-02-18,57,feminino,ensino superior completo,casado(a),brasileira,RS,São Luiz Gonzaga,indigena,nao eleito,1000.0,35318.7,
27,2020,eleicao ordinaria,PA,1506807,5355,61569.0,140001090607,12123,Gilson Corrêa De Melo,Gilson Tupinambá,12,PDT,vereador,deferido,outros,1971-05-21,49,masculino,ensino superior incompleto,solteiro(a),brasileira,PA,Santarém,indigena,nao eleito,,,
28,2020,eleicao ordinaria,BA,2907202,34436,65108.0,50001156097,12456,Isabela Moreira Rodrigues,Bezinha De Santana,12,PDT,vereador,deferido,aposentado (exceto servidor publico),1954-08-18,66,feminino,ensino superior completo,divorciado(a),brasileira,BA,Casa Nova,indigena,suplente,,,
29,2020,eleicao ordinaria,AC,1200302,1139,66166.0,10001268350,25678,Raimundo Décio Barbosa Da Silva,Décio Hunikuin,25,DEM,vereador,deferido,vereador,1971-11-06,49,masculino,ensino medio completo,casado(a),brasileira,AC,Feijó,indigena,eleito por qp,123.03,2000.0,
30,2020,eleicao ordinaria,AC,1200302,1139,66196.0,10001261122,17999,Inácio Da Silva Brandão Shanenawá,Inácio Shenenawá,17,PSL,vereador,deferido,outros,1973-06-02,47,masculino,ensino medio completo,solteiro(a),brasileira,AC,Feijó,indigena,nao eleito,,,
31,2020,eleicao ordinaria,PA,1501402,4278,68365.0,140000762720,50555,Mário Rodrigues Da Silva Filho,Prof. Mário Maracayp,50,PSOL,vereador,deferido,professor de ensino medio,1969-08-19,51,masculino,ensino superior completo,solteiro(a),brasileira,PA,Belém,indigena,suplente,2350.0,,4598.85
32,2020,eleicao ordinaria,PA,1506302,5258,70215.0,140001093490,10013,Manoel Do Socorro Dos Santos Leal,Pelele,10,REPUBLICANOS,vereador,deferido,servidor publico municipal,1958-07-18,62,masculino,ensino medio incompleto,solteiro(a),brasileira,PA,Salvaterra,indigena,nao eleito,,,
33,2020,eleicao ordinaria,SP,3550308,71072,73847.0,250000686856,50736,Carolina Olga Fernandez Gomez,Carô,50,PSOL,vereador,deferido,outros,1989-04-27,31,feminino,ensino superior completo,solteiro(a),brasileira,SP,São Paulo,indigena,suplente,3000.0,,7427.019999999999
34,2020,eleicao ordinaria,MT,5107859,91839,74171.0,110001113153,13013,Acare Maluá Karaja,Hacari Maluá,13,PT,vereador,deferido,servidor publico federal,1965-05-15,55,masculino,ensino superior completo,casado(a),brasileira,TO,Formoso Do Araguaia,indigena,nao eleito,2800.0,,1810.0
35,2020,eleicao ordinaria,PR,4113700,76678,74990.0,160001190398,43246,Antonio Ribeiro Fonseca,Antonio Fonseca,43,PV,vereador,deferido,servidor publico estadual,1957-04-07,63,masculino,ensino medio completo,casado(a),brasileira,ES,Muniz Freire,indigena,nao eleito,,,500.0
36,2020,eleicao ordinaria,SP,3502804,61557,75476.0,250001182078,13,Najara Leite Bento,Najara Leite,13,PT,vice-prefeito,deferido,outros,1988-08-11,32,feminino,ensino superior incompleto,solteiro(a),brasileira,SP,Araçatuba,indigena,,,,
37,2020,eleicao ordinaria,MS,5003488,91804,76549.0,120000663832,15111,Percedino Rodrigues,Percedino,15,MDB,vereador,deferido,agricultor,1957-03-14,64,masculino,ensino fundamental completo,solteiro(a),brasileira,MS,Campo Grande,indigena,suplente,59.78,,605.0
38,2020,eleicao ordinaria,PA,1506005,5193,77025.0,140000879307,23,Rosemiro Gomes Do Nascimento,Rosemiro,13,PT,vice-prefeito,deferido,agricultor,1964-04-27,56,masculino,ensino medio completo,solteiro(a),brasileira,PA,Prainha,indigena,,,,
39,2020,eleicao ordinaria,BA,2914703,35955,78422.0,50001207029,13456,José Joaquim Lopes Gomes,Dedé,13,PT,vereador,deferido,bancario e economiario,1963-09-24,57,masculino,ensino superior completo,casado(a),brasileira,BA,Itaberaba,indigena,nao eleito,2080.0,,
40,2020,eleicao ordinaria,MG,3151206,50237,80240.0,130000798521,20610,Anselmo Luiz Maia Caires,Anselmo Caires,20,PSC,vereador,deferido,comerciante,1961-09-11,59,masculino,ensino medio completo,casado(a),brasileira,MG,Pirapora,indigena,eleito por media,1975.0,,
41,2020,eleicao ordinaria,TO,1708205,93653,83517.0,270001052010,13000,Amancio Francisco Neto,Amancio Tuxá,13,PT,vereador,deferido,trabalhador de construcao civil,1965-05-05,55,masculino,ensino superior completo,casado(a),brasileira,BA,Rodelas,indigena,suplente,1663.0,,
42,2020,eleicao ordinaria,PA,1505304,5053,83807.0,140001235702,12700,Aldo Antonio Da Silva,Cacique Aldo,12,PDT,vereador,deferido,outros,1962-05-09,58,masculino,ensino medio completo,casado(a),brasileira,PA,Oriximiná,indigena,suplente,,,
43,2020,eleicao ordinaria,SP,3503356,62065,86290.0,250000640583,45456,Lucilene De Melo,Lu Da Aldeia,45,PSDB,vereador,deferido,outros,1984-12-05,36,feminino,ensino medio completo,solteiro(a),brasileira,SP,Arco-Íris,indigena,suplente,441.0,,500.0
44,2020,eleicao ordinaria,PA,1503044,4561,88209.0,140001095592,13456,Renato Pereira Alencar,Irmão Renato,13,PT,vereador,deferido,militar reformado,1970-11-20,50,masculino,ensino medio completo,casado(a),brasileira,TO,Pau D Arco,indigena,eleito por qp,730.0,,594.27
45,2020,eleicao ordinaria,MS,5005806,91154,91869.0,120001014107,13222,Maria Rosa Ojeda Melo,Rosa Do Cacique,13,PT,vereador,deferido,trabalhador rural,1978-05-23,42,feminino,le e escreve,solteiro(a),brasileira,MS,Nioaque,indigena,suplente,,,50.0
46,2020,eleicao ordinaria,PA,1500800,4154,93983.0,140001153296,13000,Renee Simoni Costa Dos Santos,Renee,13,PT,vereador,deferido,dona de casa,1973-08-13,47,feminino,ensino fundamental completo,solteiro(a),brasileira,PA,Belém,indigena,nao eleito,,,3898.6
47,2020,eleicao ordinaria,PA,1502707,4537,102628.0,140001052614,20333,Eliane Ingretire De Souza Martins,Eliane Caiapó,20,PSC,vereador,deferido,trabalhador rural,1970-10-12,50,feminino,ensino medio completo,casado(a),brasileira,PA,São Félix Do Xingu,indigena,,80.85,5.5,
48,2020,eleicao ordinaria,MG,3167202,53430,102842.0,130001173028,12100,Mardem Cibele India Sicupira,Mardem  India Sicupira,12,PDT,vereador,deferido,outros,1978-08-27,42,feminino,ensino superior completo,casado(a),brasileira,MG,Itinga,indigena,nao eleito,844.42,,550.0
49,2020,eleicao ordinaria,RR,1400100,3018,105329.0,230001054007,13333,Rejane Messias De Oliveira Carvalho,Regy Carvalho,13,PT,vereador,deferido,professor de ensino fundamental,1972-08-21,48,feminino,ensino superior completo,casado(a),brasileira,AM,Manaus,indigena,nao eleito,7755.559999999999,2500.0,12266.37
50,2020,eleicao ordinaria,RR,1400027,3042,106689.0,230000766866,23279,Carlos Augusto Gomes Da Silva,Carlinho,23,CIDADANIA,vereador,deferido,outros,1967-08-25,53,masculino,ensino fundamental incompleto,solteiro(a),brasileira,RR,Boa Vista,indigena,nao eleito,,,1152.48
51,2020,eleicao ordinaria,RR,1400027,3042,107131.0,230000766867,23888,Manoel Jose Da Silva Filho,Manoel Filho,23,CIDADANIA,vereador,deferido,outros,1970-12-06,50,masculino,ensino medio completo,divorciado(a),brasileira,RR,Boa Vista,indigena,nao eleito,,,
52,2020,eleicao ordinaria,RR,1400027,3042,107551.0,230000743759,15,Ozéas Ribeiro Marques,Ozeas,55,PSD,vice-prefeito,deferido,outros,1968-11-28,52,masculino,ensino superior incompleto,casado(a),brasileira,RR,Boa Vista,indigena,,,,
53,2020,eleicao ordinaria,AM,1304302,2852,108015.0,40000823861,13222,Marilena Ramos Pontes,Marilena Pontes,13,PT,vereador,deferido,pedagogo,1968-05-16,52,feminino,ensino superior completo,casado(a),brasileira,AM,Parintins,indigena,nao eleito,,,3078.84
54,2020,eleicao ordinaria,AM,1300904,2194,109785.0,40001130359,22123,Marlete Nunes Brandão,Marlete Brandão,22,PL,vereador,deferido,vereador,1964-03-19,57,feminino,ensino superior completo,divorciado(a),brasileira,AM,Canutama,indigena,eleito por qp,9095.9,,
55,2020,eleicao ordinaria,RS,4321857,86142,109828.0,210001089479,12200,Alcir Eufrasio,Nego,12,PDT,vereador,deferido,outros,1986-06-05,34,masculino,ensino medio completo,solteiro(a),brasileira,RS,Três Palmeiras,indigena,suplente,550.0,,
56,2020,eleicao ordinaria,RS,4309126,86762,110763.0,210000768409,15,Jose Oreste Do Nascimento,Cacique Jose,11,PP,vice-prefeito,deferido,agricultor,1950-02-20,71,masculino,le e escreve,casado(a),brasileira,RS,Nonoai,indigena,,,,
57,2020,eleicao ordinaria,PR,4104006,74772,112022.0,160001010578,40747,Ezequiel Lucas De Souza,Lucas Café Do Caron,40,PSB,vereador,deferido,empresario,1990-09-04,30,masculino,ensino medio completo,solteiro(a),brasileira,SP,Itaporanga,indigena,suplente,,,850.0
58,2020,eleicao ordinaria,RO,1100080,213,112295.0,220001053891,55999,Joana Patiqui Ticona,Joana Patiqui,55,PSD,vereador,deferido,dona de casa,1970-08-09,50,feminino,ensino superior completo,casado(a),brasileira,RO,Costa Marques,indigena,suplente,,,2362.5
59,2020,eleicao ordinaria,AM,1302405,2518,112608.0,40001247049,45275,John Brendon Silva Muniz Apurinã,John Kanynary,45,PSDB,vereador,deferido,outros,1995-08-05,25,masculino,le e escreve,solteiro(a),brasileira,AM,Lábrea,indigena,nao eleito,,,
60,2020,eleicao ordinaria,CE,2305506,14117,114439.0,60000631970,50,Jose Macio Alves,Mácio,50,PSOL,prefeito,deferido,bancario e economiario,1970-06-18,50,masculino,ensino superior completo,casado(a),brasileira,CE,Iguatu,indigena,nao eleito,2000.0,,5096.4
61,2020,eleicao ordinaria,PE,2609303,24856,119652.0,170000995527,13777,Aluisio Nunes Da Silva,Aluisio Nunes,13,PT,vereador,deferido,agente de saude e sanitarista,1963-12-04,57,masculino,ensino medio completo,casado(a),brasileira,PE,Mirandiba,indigena,eleito por media,,,1000.0
62,2020,eleicao ordinaria,AC,1200336,1090,120408.0,10000770275,13456,Joel Ferreira Lima,Joel Puyanawa,13,PT,vereador,deferido,outros,1971-02-13,50,masculino,ensino medio completo,casado(a),brasileira,AC,Mâncio Lima,indigena,eleito por qp,8344.0,,
63,2020,eleicao ordinaria,CE,2303709,13730,120553.0,60000829174,13678,Luis Antonio Ferreira Da Silva,Luis Antonio,13,PT,vereador,deferido,agente de saude e sanitarista,1971-07-24,49,masculino,ensino medio completo,solteiro(a),brasileira,CE,Caucaia,indigena,suplente,,,
64,2020,eleicao ordinaria,MA,2112456,8605,124956.0,100000981422,10456,Valdemar Barbosa,Valdemar,10,REPUBLICANOS,vereador,deferido,tecnico em agronomia e agrimensura,1984-01-30,37,masculino,ensino superior completo,solteiro(a),brasileira,MA,Turiaçu,indigena,eleito por qp,4400.0,,
65,2020,eleicao ordinaria,PA,1501303,4251,125552.0,140000637516,43369,Sandra Georgete Dos Santos Amorim,Sandra Amorim,43,PV,vereador,deferido,cozinheiro,1969-07-28,51,feminino,ensino medio completo,solteiro(a),brasileira,PA,Barcarena,indigena,suplente,1580.0,,556.21
66,2020,eleicao ordinaria,SP,3556206,72257,127716.0,250001027928,55037,Jocimar Anderson De Camargo,Jocimar Camargo,55,PSD,vereador,deferido,empresario,1988-10-19,32,masculino,ensino medio completo,casado(a),brasileira,SP,Valinhos,indigena,suplente,,,
67,2020,eleicao ordinaria,MS,5005806,91154,129955.0,120001153994,11012,Aureci Gomes Pereira,Aureci Gomes,11,PP,vereador,deferido,operador de aparelhos de producao industrial,1985-09-11,35,masculino,ensino medio completo,solteiro(a),brasileira,MS,Nioaque,indigena,suplente,200.0,,5245.26
68,2020,eleicao ordinaria,BA,2913606,35734,132393.0,50000704726,65123,Cláudio Antonio Carilo De Magalhães,Cláudio Magalhães,65,PC do B,vereador,deferido,serventuario de justica,1966-06-15,54,masculino,ensino superior incompleto,solteiro(a),brasileira,BA,Ilhéus,indigena,eleito por media,29781.2,,1864.58
69,2020,eleicao ordinaria,MT,5105580,98710,133758.0,110000946567,55055,Yuiamim Kayabi,Yuiamim,55,PSD,vereador,deferido,agricultor,1962-01-20,59,masculino,ensino fundamental incompleto,casado(a),brasileira,MT,Luciara,indigena,suplente,2185.33,,5000.0
70,2020,eleicao ordinaria,RS,4309126,86762,135423.0,210001030127,45333,Zoila Nascimento,Zoila,45,PSDB,vereador,deferido,agricultor,1973-06-08,47,feminino,le e escreve,solteiro(a),brasileira,RS,Nonoai,indigena,suplente,1090.0,60.0,
71,2020,eleicao ordinaria,SP,3506003,62197,136031.0,250001187166,43137,Aurelindo Emilio Da Silva,Indio,43,PV,vereador,deferido,outros,1954-10-03,66,masculino,le e escreve,casado(a),brasileira,MS,Corumbá,indigena,nao eleito,,,2348.57
72,2020,eleicao ordinaria,TO,1718303,92525,138994.0,270000990181,20222,Manoel De Sousa Santos,Manoel Terrão,20,PSC,vereador,deferido,servidor publico municipal,1970-04-11,50,masculino,ensino medio completo,solteiro(a),brasileira,TO,Itaguatins,indigena,suplente,1.2,,5000.0
73,2020,eleicao ordinaria,GO,5221858,93300,139426.0,90001260956,14556,Raimunda Cleide De Jesus Carvalho,Cleide,14,PTB,vereador,deferido,vigilante,1972-12-05,48,feminino,ensino medio completo,solteiro(a),brasileira,MA,Tuntum,indigena,nao eleito,,,1630.0
74,2020,eleicao ordinaria,MT,5107859,91839,139906.0,110001254982,11115,Maria Maderu De Oliveira Karaja,Maria Maderu,11,PP,vereador,deferido,dona de casa,1974-10-30,46,feminino,ensino medio completo,solteiro(a),brasileira,GO,São Miguel Do Araguaia,indigena,nao eleito,500.0,,2050.0
75,2020,eleicao ordinaria,PR,4115200,76910,140194.0,160000867244,18007,Clemilson Marcolino,Índio,18,REDE,vereador,deferido,empresario,1990-10-31,30,masculino,ensino superior completo,casado(a),brasileira,SP,Duartina,indigena,suplente,,,15171.85
76,2020,eleicao ordinaria,AM,1302553,98396,143177.0,40001252355,13333,Zacarias Gomes De Lima,Zacarias,13,PT,vereador,deferido,agricultor,1953-05-19,67,masculino,le e escreve,casado(a),brasileira,AM,Tefé,indigena,nao eleito,,,300.0
77,2020,eleicao ordinaria,MS,5002704,90514,143201.0,120001077990,19789,João Carlos Vieira,João Carlos Vieira,19,PODE,vereador,deferido,outros,1966-02-03,55,masculino,ensino medio incompleto,casado(a),brasileira,MS,Aquidauana,indigena,suplente,500.0,,
78,2020,eleicao ordinaria,RS,4309126,86762,146332.0,210001030965,40222,Claudir Da Silva,Claudir,40,PSB,vereador,indeferido,agricultor,1975-06-06,45,masculino,le e escreve,casado(a),brasileira,RS,Nonoai,indigena,,970.0,,
79,2020,eleicao ordinaria,SP,3503356,62065,146820.0,250000634819,23456,Wellison Piui Adilson,Neguinho,23,CIDADANIA,vereador,deferido,outros,1992-12-16,28,masculino,ensino medio completo,solteiro(a),brasileira,SP,Arco-Íris,indigena,suplente,370.0,,
80,2020,eleicao ordinaria,AM,1304203,2810,147411.0,40001208205,77777,Jodaias Medeiros Ribeiro,Jodaias Medeiros,77,SOLIDARIEDADE,vereador,deferido,professor de ensino fundamental,1971-01-25,50,masculino,ensino superior completo,casado(a),brasileira,AM,Tefé,indigena,nao eleito,,,1500.0
81,2020,eleicao ordinaria,MS,5003207,90638,149509.0,120000942518,50,Anisio Guilherme Da Fonseca,Anisio Guato,50,PSOL,prefeito,indeferido,vigilante,1966-10-17,54,masculino,ensino superior completo,casado(a),brasileira,MS,Corumbá,indigena,,,,
82,2020,eleicao ordinaria,AM,1302603,2550,150202.0,40000685311,15123,Antonio Marcos De Oliveira Apurinã,Marcos Apurinã,15,MDB,vereador,deferido,empresario,1970-06-09,50,masculino,ensino medio completo,casado(a),brasileira,AM,Boca Do Acre,indigena,,,,30000.0
83,2020,eleicao ordinaria,MS,5007901,91570,150489.0,120001209326,15150,Eliziel Gabriel Campos,Professor Tito,15,MDB,vereador,deferido,pedagogo,1984-03-30,37,masculino,ensino superior completo,casado(a),brasileira,MS,Sidrolândia,indigena,suplente,2700.0,,
84,2020,eleicao ordinaria,SP,3505708,62138,155435.0,250000895138,70123,Henrique Soares Pinheiro,Henrique Soares,70,AVANTE,vereador,deferido,estudante bolsista estagiario e assemelhados,1998-07-18,22,masculino,ensino superior incompleto,solteiro(a),brasileira,SP,São Paulo,indigena,suplente,3050.0,,1155.5
85,2020,eleicao ordinaria,PA,1505304,5053,157671.0,140001232726,22444,Paulo Manoel Dos Santos,Paulo Wai Wai,22,PL,vereador,deferido,professor de ensino fundamental,1969-04-01,52,masculino,ensino superior completo,solteiro(a),brasileira,PA,Oriximiná,indigena,suplente,,,
86,2020,eleicao ordinaria,AM,1302801,2593,161980.0,40000936251,45888,Francisco Brigido Miranda Dias,Brigido,45,PSDB,vereador,deferido,agricultor,1963-10-08,57,masculino,ensino medio completo,solteiro(a),brasileira,AM,Maraã,indigena,nao eleito,,,
87,2020,eleicao ordinaria,TO,1718865,73350,162452.0,270000752882,13222,Robson Jahuri Karajá,Robson Karajá,13,PT,vereador,deferido,outros,1982-06-14,38,masculino,ensino medio completo,casado(a),brasileira (naturalizada),TO,Santa Fé Do Araguaia,indigena,suplente,1320.0,,
88,2020,eleicao ordinaria,MT,5107602,91510,163915.0,110000922493,25192,Dalva Maria Borokiaro Borobo,Dalva Borokiaro,25,DEM,vereador,deferido,outros,1982-05-01,38,feminino,ensino medio incompleto,solteiro(a),brasileira,MT,Rondonópolis,indigena,nao eleito,1797.79,,
89,2020,eleicao ordinaria,RS,4312625,87165,164419.0,210001126480,11888,Batista Sales,Batista Sales,11,PP,vereador,deferido,agricultor,1969-02-08,52,masculino,ensino fundamental incompleto,solteiro(a),brasileira,RS,Miraguaí,indigena,suplente,572.5,,
90,2020,eleicao ordinaria,RO,1100122,51,165352.0,220001122823,13345,Luciene Da Silva Almeida,Luciene Gavião,13,PT,vereador,deferido,agricultor,1973-09-13,47,feminino,ensino fundamental completo,solteiro(a),brasileira,BA,Itamaraju,indigena,suplente,,,
91,2020,eleicao ordinaria,PE,2610004,24996,167254.0,170001128665,17456,Josildo Alves Da Silva,Josildo,17,PSL,vereador,deferido,outros,1965-03-07,56,masculino,ensino medio incompleto,casado(a),brasileira,SP,São Paulo,indigena,suplente,896.0,,4760.0
92,2020,eleicao ordinaria,RS,4302055,88420,167312.0,210000653241,13555,Gezen Garcia,Gezen,13,PT,vereador,deferido,operador de implemento de agricultura pecuaria e exploracao florestal,1980-08-02,40,masculino,le e escreve,casado(a),brasileira,RS,Nonoai,indigena,suplente,1475.0,,125.0
93,2020,eleicao ordinaria,AM,1301704,2356,167647.0,40001251321,15657,Domingos Parintintin,Domingos Parintintin,15,MDB,vereador,indeferido,outros,1970-05-24,50,masculino,ensino fundamental incompleto,solteiro(a),brasileira,AM,Parintins,indigena,,366.93,,
94,2020,eleicao ordinaria,SP,3552809,71579,171361.0,250000891689,18192,Ana Paula Silveira De Farias,Enfermeira Paula,18,REDE,vereador,deferido,enfermeiro,1994-01-10,27,feminino,ensino superior completo,solteiro(a),brasileira,PE,Tacaratu,indigena,nao eleito,,,
95,2020,eleicao ordinaria,MA,2105476,7765,174150.0,100000758428,14456,Osvaldo Amorim Soares,Osvaldo Amorim,14,PTB,vereador,deferido,administrador,1968-07-15,52,masculino,ensino superior completo,divorciado(a),brasileira,MA,Barra Do Corda,indigena,suplente,,,
96,2020,eleicao ordinaria,PB,2504009,19810,176100.0,150000969119,11300,Ilma Rodrigues Silva,Ilma Rodrigues,11,PP,vereador,deferido,locutor e comentarista de radio e televisao e radialista,1965-07-11,55,feminino,ensino superior completo,solteiro(a),brasileira,PB,Campina Grande,indigena,suplente,422.94,,10000.0
97,2020,eleicao ordinaria,SP,3503356,62065,178707.0,250000640582,45823,Caio Vinicius Damaceno Campos,Caio Damaceno,45,PSDB,vereador,deferido,outros,1994-08-31,26,masculino,ensino medio completo,solteiro(a),brasileira,SP,Arco-Íris,indigena,suplente,346.0,5000.0,500.0
